Date,Open,High,Low,Close,Adj Close,Volume
01-02-2022,450.679993,453.630005,446.940002,452.950012,445.718933,123155400
02-02-2022,455.5,458.119995,453.049988,457.350006,450.048737,117361000
03-02-2022,450.950012,452.970001,445.709991,446.600006,439.470306,118024400
04-02-2022,446.350006,452.779999,443.829987,448.700012,441.536835,118454400
07-02-2022,449.51001,450.98999,445.850006,447.26001,440.119781,84472900
08-02-2022,446.730011,451.920013,445.220001,450.940002,443.741058,81012000
09-02-2022,455.220001,457.880005,455.01001,457.540009,450.235718,92589900
10-02-2022,451.339996,457.709991,447.200012,449.320007,442.146912,140103700
11-02-2022,449.410004,451.609985,438.940002,440.459991,433.428345,153214600
14-02-2022,439.920013,441.600006,435.339996,439.019989,432.011353,123006300
15-02-2022,443.730011,446.279999,443.179993,446.100006,438.978302,88482700
16-02-2022,443.929993,448.059998,441.940002,446.600006,439.470306,84863600
17-02-2022,443.220001,446.570007,436.420013,437.059998,430.082642,102259100
18-02-2022,437.329987,438.660004,431.820007,434.230011,427.297821,132642900
22-02-2022,431.890015,435.5,425.859985,429.570007,422.712219,124391800
23-02-2022,432.660004,433.26001,421.350006,421.950012,415.213867,132578000
24-02-2022,411.019989,428.76001,410.640015,428.299988,421.462463,213942900
25-02-2022,429.609985,437.839996,427.859985,437.75,430.761627,121804500
28-02-2022,432.029999,438.200012,430.700012,436.630005,429.659515,145615000
