Date,SPY,GLD,TLT,^VIX,CL,FinQuarter,Financial Quarter Date Start,JHDUSRGDPBR
02-05-2013,159.75,141.919998,123.849998,13.59,93.99,Q2-2013,01-04-2013,0
03-05-2013,161.369995,142.089996,120.93,12.85,95.61,Q2-2013,01-04-2013,0
06-05-2013,161.779999,142.149994,120.629997,12.66,96.16,Q2-2013,01-04-2013,0
07-05-2013,162.600006,140.380005,120.160004,12.83,95.62,Q2-2013,01-04-2013,0
08-05-2013,163.339996,142.460007,120.349998,12.66,96.62,Q2-2013,01-04-2013,0
09-05-2013,162.880005,140.809998,120.040001,13.13,96.39,Q2-2013,01-04-2013,0
10-05-2013,163.410004,139.600006,118.75,12.59,96.04,Q2-2013,01-04-2013,0
13-05-2013,163.539993,138.429993,117.839996,12.55,95.17,Q2-2013,01-04-2013,0
14-05-2013,165.229996,137.809998,116.559998,12.77,94.21,Q2-2013,01-04-2013,0
15-05-2013,166.119995,134.630005,117.339996,12.81,94.3,Q2-2013,01-04-2013,0
16-05-2013,165.339996,134.089996,118.559998,13.07,95.16,Q2-2013,01-04-2013,0
17-05-2013,166.940002,131.070007,117.059998,12.45,96.02,Q2-2013,01-04-2013,0
20-05-2013,166.929993,135.119995,116.919998,13.02,96.71,Q2-2013,01-04-2013,0
21-05-2013,167.169998,132.880005,117.839996,13.37,96.16,Q2-2013,01-04-2013,0
22-05-2013,165.929993,131.940002,116.089996,13.82,94.28,Q2-2013,01-04-2013,0
23-05-2013,165.449997,134.610001,116.639999,14.07,94.25,Q2-2013,01-04-2013,0
24-05-2013,165.309998,133.759995,116.800003,13.99,94.15,Q2-2013,01-04-2013,0
28-05-2013,166.300003,133.490005,113.839996,14.48,95.01,Q2-2013,01-04-2013,0
29-05-2013,165.220001,134.830002,115.120003,14.83,93.13,Q2-2013,01-04-2013,0
30-05-2013,165.830002,136.699997,114.839996,14.53,93.61,Q2-2013,01-04-2013,0
31-05-2013,163.449997,133.919998,114.449997,16.299999,91.97,Q2-2013,01-04-2013,0
03-06-2013,164.350006,136.509995,114.779999,16.280001,93.45,Q2-2013,01-04-2013,0
04-06-2013,163.559998,135.229996,113.720001,16.27,93.31,Q2-2013,01-04-2013,0
05-06-2013,161.270004,135.520004,115.290001,17.5,93.74,Q2-2013,01-04-2013,0
06-06-2013,162.729996,136.529999,115.220001,16.629999,94.76,Q2-2013,01-04-2013,0
07-06-2013,164.800003,133.279999,113.160004,15.14,96.03,Q2-2013,01-04-2013,0
10-06-2013,164.800003,133.940002,112.620003,15.44,95.77,Q2-2013,01-04-2013,0
11-06-2013,163.100006,133.25,113.959999,17.07,95.38,Q2-2013,01-04-2013,0
12-06-2013,161.75,134.25,112.330002,18.59,95.88,Q2-2013,01-04-2013,0
13-06-2013,164.210007,133.740005,114.089996,16.41,96.69,Q2-2013,01-04-2013,0
14-06-2013,163.179993,134.429993,113.82,17.15,97.85,Q2-2013,01-04-2013,0
17-06-2013,164.440002,133.770004,113.220001,16.799999,97.77,Q2-2013,01-04-2013,0
18-06-2013,165.740005,132.130005,113.279999,16.610001,98.44,Q2-2013,01-04-2013,0
19-06-2013,163.449997,130.589996,112.110001,16.639999,98.24,Q2-2013,01-04-2013,0
20-06-2013,159.399994,123.599998,110.269997,20.49,95.4,Q2-2013,01-04-2013,0
21-06-2013,159.070007,125.050003,108.400002,18.9,93.69,Q2-2013,01-04-2013,0
24-06-2013,157.059998,123.93,108.849998,20.110001,95.18,Q2-2013,01-04-2013,0
25-06-2013,158.570007,123.470001,107.879997,18.469999,95.32,Q2-2013,01-04-2013,0
26-06-2013,160.139999,118.279999,108.580002,17.209999,95.5,Q2-2013,01-04-2013,0
27-06-2013,161.080002,115.940002,109.690002,16.860001,97.05,Q2-2013,01-04-2013,0
28-06-2013,160.419998,119.110001,110.440002,16.860001,96.56,Q2-2013,01-04-2013,0
01-07-2013,161.360001,121.129997,110.410004,16.370001,97.99,Q3-2013,01-07-2013,0
02-07-2013,161.210007,120.050003,110.339996,16.440001,99.6,Q3-2013,01-07-2013,0
03-07-2013,161.279999,120.739998,110.010002,16.200001,101.24,Q3-2013,01-07-2013,0
05-07-2013,163.020004,118.089996,106.260002,14.89,103.22,Q3-2013,01-07-2013,0
08-07-2013,163.949997,119.510002,107.290001,14.78,103.14,Q3-2013,01-07-2013,0
09-07-2013,165.130005,120.620003,107.400002,14.35,103.53,Q3-2013,01-07-2013,0
10-07-2013,165.190002,120.949997,106.559998,14.21,106.52,Q3-2013,01-07-2013,0
11-07-2013,167.440002,124.239998,107.809998,14.01,104.91,Q3-2013,01-07-2013,0
12-07-2013,167.509995,124.129997,107.720001,13.84,105.95,Q3-2013,01-07-2013,0
15-07-2013,168.149994,124.18,108.290001,13.79,106.32,Q3-2013,01-07-2013,0
16-07-2013,167.520004,124.889999,108.660004,14.42,106,Q3-2013,01-07-2013,0
17-07-2013,167.949997,123.32,108.860001,13.78,106.48,Q3-2013,01-07-2013,0
18-07-2013,168.869995,124.010002,107.5,13.77,108.04,Q3-2013,01-07-2013,0
19-07-2013,169.169998,125.110001,109.199997,12.54,108.05,Q3-2013,01-07-2013,0
22-07-2013,169.5,128.839996,109.360001,12.29,106.91,Q3-2013,01-07-2013,0
23-07-2013,169.139999,129.710007,108.900002,12.66,107.23,Q3-2013,01-07-2013,0
24-07-2013,168.520004,127.480003,107.519997,13.18,105.39,Q3-2013,01-07-2013,0
25-07-2013,168.929993,128.669998,107.480003,12.97,105.49,Q3-2013,01-07-2013,0
26-07-2013,169.110001,128.779999,108.139999,12.72,104.7,Q3-2013,01-07-2013,0
29-07-2013,168.589996,128.470001,107.349998,13.39,104.55,Q3-2013,01-07-2013,0
30-07-2013,168.589996,128.119995,107.309998,13.39,103.08,Q3-2013,01-07-2013,0
31-07-2013,168.710007,127.959999,107.699997,13.45,105.03,Q3-2013,01-07-2013,0
01-08-2013,170.660004,126.610001,105.360001,12.94,107.89,Q3-2013,01-07-2013,0
02-08-2013,170.949997,126.360001,106.519997,11.98,106.94,Q3-2013,01-07-2013,0
05-08-2013,170.699997,125.699997,105.699997,11.84,106.56,Q3-2013,01-07-2013,0
06-08-2013,169.729996,123.970001,106.010002,12.72,105.3,Q3-2013,01-07-2013,0
07-08-2013,169.179993,124.150002,106.800003,12.98,104.37,Q3-2013,01-07-2013,0
08-08-2013,169.800003,126.860001,107.089996,12.73,103.4,Q3-2013,01-07-2013,0
09-08-2013,169.309998,126.860001,107.260002,13.41,105.97,Q3-2013,01-07-2013,0
12-08-2013,169.110001,129.130005,106.529999,12.81,106.11,Q3-2013,01-07-2013,0
13-08-2013,169.610001,127.739998,104.989998,12.31,106.83,Q3-2013,01-07-2013,0
14-08-2013,168.740005,129,105.150002,13.04,106.85,Q3-2013,01-07-2013,0
15-08-2013,166.380005,131.690002,103.730003,14.73,107.33,Q3-2013,01-07-2013,0
16-08-2013,165.830002,132.580002,103.370003,14.37,107.46,Q3-2013,01-07-2013,0
19-08-2013,164.770004,132.009995,102.470001,15.1,107.1,Q3-2013,01-07-2013,0
20-08-2013,165.580002,132.449997,103.260002,14.91,104.96,Q3-2013,01-07-2013,0
21-08-2013,164.559998,132.070007,102.129997,15.94,103.85,Q3-2013,01-07-2013,0
22-08-2013,166.059998,132.809998,103.169998,14.76,105.03,Q3-2013,01-07-2013,0
23-08-2013,166.619995,134.899994,104.290001,13.98,106.42,Q3-2013,01-07-2013,0
26-08-2013,166,135.449997,104.809998,14.99,105.92,Q3-2013,01-07-2013,0
27-08-2013,163.330002,136.75,106.129997,16.77,109.01,Q3-2013,01-07-2013,0
28-08-2013,163.910004,136.710007,105.269997,16.49,110.1,Q3-2013,01-07-2013,0
29-08-2013,164.169998,135.869995,106.110001,16.809999,108.8,Q3-2013,01-07-2013,0
30-08-2013,163.649994,134.619995,105.989998,17.01,107.65,Q3-2013,01-07-2013,0
03-09-2013,164.389999,136.419998,104.220001,16.610001,108.54,Q3-2013,01-07-2013,0
04-09-2013,165.75,134.660004,103.989998,15.88,107.23,Q3-2013,01-07-2013,0
05-09-2013,165.960007,132.199997,102.540001,15.77,108.37,Q3-2013,01-07-2013,0
06-09-2013,166.039993,134.149994,103.050003,15.85,110.53,Q3-2013,01-07-2013,0
09-09-2013,167.630005,133.910004,103.099998,15.63,109.52,Q3-2013,01-07-2013,0
10-09-2013,168.869995,131.740005,102.379997,14.53,107.39,Q3-2013,01-07-2013,0
11-09-2013,169.399994,131.699997,103.290001,13.82,107.56,Q3-2013,01-07-2013,0
12-09-2013,168.949997,127.669998,103.150002,14.29,108.6,Q3-2013,01-07-2013,0
13-09-2013,169.330002,127.82,103.550003,14.16,108.21,Q3-2013,01-07-2013,0
16-09-2013,170.309998,126.449997,102.860001,14.38,106.59,Q3-2013,01-07-2013,0
17-09-2013,171.070007,126.5,103.709999,14.53,105.42,Q3-2013,01-07-2013,0
18-09-2013,173.050003,132.009995,104.989998,13.59,108.07,Q3-2013,01-07-2013,0
19-09-2013,172.759995,131.75,104.370003,13.16,106.39,Q3-2013,01-07-2013,0
20-09-2013,170.720001,127.959999,104.919998,13.12,104.68,Q3-2013,01-07-2013,0
23-09-2013,169.929993,127.550003,105.690002,14.31,103.59,Q3-2013,01-07-2013,0
24-09-2013,169.529999,127.660004,106.830002,14.08,103.13,Q3-2013,01-07-2013,0
25-09-2013,169.039993,128.789993,107.050003,14.01,102.66,Q3-2013,01-07-2013,0
26-09-2013,169.690002,127.790001,106.300003,14.06,103.03,Q3-2013,01-07-2013,0
27-09-2013,168.910004,128.970001,106.559998,15.46,102.87,Q3-2013,01-07-2013,0
30-09-2013,168.009995,128.179993,106.400002,16.6,102.33,Q3-2013,01-07-2013,0
01-10-2013,169.339996,124.589996,105.800003,15.54,102.04,Q4-2013,01-10-2013,0
02-10-2013,169.179993,127.059998,105.959999,16.6,104.1,Q4-2013,01-10-2013,0
03-10-2013,167.619995,127.18,105.790001,17.67,103.31,Q4-2013,01-10-2013,0
04-10-2013,168.889999,126.529999,105.709999,16.74,103.84,Q4-2013,01-10-2013,0
07-10-2013,167.429993,127.639999,106.139999,19.41,103.03,Q4-2013,01-10-2013,0
08-10-2013,165.479996,127.400002,106.169998,20.34,103.49,Q4-2013,01-10-2013,0
09-10-2013,165.600006,126.110001,105.32,19.6,101.61,Q4-2013,01-10-2013,0
10-10-2013,169.169998,124.269997,105.489998,16.48,103.01,Q4-2013,01-10-2013,0
11-10-2013,170.259995,122.599998,105.459999,15.72,102.02,Q4-2013,01-10-2013,0
14-10-2013,170.940002,122.830002,104.610001,16.07,102.41,Q4-2013,01-10-2013,0
15-10-2013,169.699997,123.730003,104.540001,18.66,101.21,Q4-2013,01-10-2013,0
16-10-2013,172.070007,123.540001,105.849998,14.71,102.29,Q4-2013,01-10-2013,0
17-10-2013,173.220001,127.419998,106.809998,13.48,100.67,Q4-2013,01-10-2013,0
18-10-2013,174.389999,126.849998,107.040001,13.04,100.81,Q4-2013,01-10-2013,0
21-10-2013,174.399994,126.980003,106.699997,13.16,99.22,Q4-2013,01-10-2013,0
22-10-2013,175.410004,129.339996,107.889999,13.33,97.8,Q4-2013,01-10-2013,0
23-10-2013,174.570007,128.690002,108.309998,13.42,96.86,Q4-2013,01-10-2013,0
24-10-2013,175.149994,129.899994,107.889999,13.2,97.11,Q4-2013,01-10-2013,0
25-10-2013,175.949997,130.460007,108.290001,13.09,97.85,Q4-2013,01-10-2013,0
28-10-2013,176.229996,130.559998,107.919998,13.31,98.68,Q4-2013,01-10-2013,0
29-10-2013,177.169998,129.770004,108.059998,13.41,98.2,Q4-2013,01-10-2013,0
30-10-2013,176.289993,129.600006,107.410004,13.65,96.77,Q4-2013,01-10-2013,0
31-10-2013,175.789993,127.739998,107.639999,13.75,96.38,Q4-2013,01-10-2013,0
01-11-2013,176.210007,126.949997,106.190002,13.28,94.61,Q4-2013,01-10-2013,0
04-11-2013,176.830002,126.809998,106.290001,12.93,94.62,Q4-2013,01-10-2013,0
05-11-2013,176.270004,126.559998,105.019997,13.27,93.37,Q4-2013,01-10-2013,0
06-11-2013,177.169998,127.199997,105.07,12.67,94.8,Q4-2013,01-10-2013,0
07-11-2013,174.929993,126.160004,105.959999,13.91,94.2,Q4-2013,01-10-2013,0
08-11-2013,177.289993,124.279999,103.410004,12.9,94.6,Q4-2013,01-10-2013,0
11-11-2013,177.320007,123.870003,103.019997,12.53,95.14,Q4-2013,01-10-2013,0
12-11-2013,176.960007,122.449997,103.5,12.82,93.04,Q4-2013,01-10-2013,0
13-11-2013,178.380005,122.849998,103.879997,12.52,93.88,Q4-2013,01-10-2013,0
14-11-2013,179.270004,124.269997,104.519997,12.37,93.76,Q4-2013,01-10-2013,0
15-11-2013,180.050003,124.32,104.730003,12.19,93.84,Q4-2013,01-10-2013,0
18-11-2013,179.419998,122.900002,105.360001,13.1,93.03,Q4-2013,01-10-2013,0
19-11-2013,179.029999,122.949997,104.559998,13.39,93.34,Q4-2013,01-10-2013,0
20-11-2013,178.470001,120.120003,102.779999,13.4,93.33,Q4-2013,01-10-2013,0
21-11-2013,179.910004,119.940002,102.949997,12.66,95.44,Q4-2013,01-10-2013,0
22-11-2013,180.809998,119.919998,103.910004,12.26,94.84,Q4-2013,01-10-2013,0
25-11-2013,180.630005,120.459999,104.209999,12.79,94.09,Q4-2013,01-10-2013,0
26-11-2013,180.679993,119.82,104.599998,12.81,93.68,Q4-2013,01-10-2013,0
27-11-2013,181.119995,119.459999,104.419998,12.98,92.3,Q4-2013,01-10-2013,0
29-11-2013,181,120.699997,104.449997,13.7,92.72,Q4-2013,01-10-2013,0
02-12-2013,180.529999,117.580002,103.330002,14.23,93.82,Q4-2013,01-10-2013,0
03-12-2013,179.75,117.959999,103.709999,14.55,96.04,Q4-2013,01-10-2013,0
04-12-2013,179.729996,119.959999,102.720001,14.7,97.2,Q4-2013,01-10-2013,0
05-12-2013,178.940002,118.300003,102.43,15.08,97.38,Q4-2013,01-10-2013,0
06-12-2013,180.940002,118.550003,102.919998,13.79,97.65,Q4-2013,01-10-2013,0
09-12-2013,181.399994,119.720001,103.160004,13.49,97.34,Q4-2013,01-10-2013,0
10-12-2013,180.75,121.82,103.900002,13.91,98.51,Q4-2013,01-10-2013,0
11-12-2013,178.720001,120.860001,103.099998,15.42,97.44,Q4-2013,01-10-2013,0
12-12-2013,178.130005,118.290001,102.709999,15.54,97.5,Q4-2013,01-10-2013,0
13-12-2013,178.110001,119.379997,103.209999,15.76,96.6,Q4-2013,01-10-2013,0
16-12-2013,179.220001,119.690002,102.830002,16.030001,97.48,Q4-2013,01-10-2013,0
17-12-2013,178.649994,118.650002,103.290001,16.209999,97.22,Q4-2013,01-10-2013,0
18-12-2013,181.699997,117.610001,102.769997,13.8,97.8,Q4-2013,01-10-2013,0
19-12-2013,181.490005,114.82,102.669998,14.15,98.77,Q4-2013,01-10-2013,0
20-12-2013,181.559998,115.940002,104.25,13.79,99.32,Q4-2013,01-10-2013,0
23-12-2013,182.529999,115.57,103.660004,13.04,98.91,Q4-2013,01-10-2013,0
24-12-2013,182.929993,116.099998,102.830002,12.48,99.22,Q4-2013,01-10-2013,0
26-12-2013,183.860001,116.739998,102.099998,12.33,99.55,Q4-2013,01-10-2013,0
27-12-2013,183.850006,117.120003,101.809998,12.46,100.32,Q4-2013,01-10-2013,0
30-12-2013,183.820007,115.389999,102.510002,13.56,99.29,Q4-2013,01-10-2013,0
31-12-2013,184.690002,116.120003,101.860001,13.72,98.42,Q4-2013,01-10-2013,0
02-01-2014,182.919998,118,102.169998,14.23,95.44,Q1-2014,01-01-2014,0
03-01-2014,182.889999,119.290001,102.169998,13.76,93.96,Q1-2014,01-01-2014,0
06-01-2014,182.360001,119.5,102.599998,13.55,93.43,Q1-2014,01-01-2014,0
07-01-2014,183.479996,118.82,102.860001,12.92,93.67,Q1-2014,01-01-2014,0
08-01-2014,183.520004,118.120003,102.580002,12.87,92.33,Q1-2014,01-01-2014,0
09-01-2014,183.639999,118.459999,103.18,12.89,91.66,Q1-2014,01-01-2014,0
10-01-2014,184.139999,120.260002,104.410004,12.14,92.72,Q1-2014,01-01-2014,0
13-01-2014,181.690002,121.019997,104.93,13.28,91.8,Q1-2014,01-01-2014,0
14-01-2014,183.669998,119.889999,104.449997,12.28,92.59,Q1-2014,01-01-2014,0
15-01-2014,184.660004,119.660004,104.339996,12.28,94.17,Q1-2014,01-01-2014,0
16-01-2014,184.419998,119.790001,105.040001,12.53,93.96,Q1-2014,01-01-2014,0
17-01-2014,183.639999,120.93,105.480003,12.44,94.37,Q1-2014,01-01-2014,0
21-01-2014,184.179993,119.699997,105.559998,12.87,94.99,Q1-2014,01-01-2014,0
22-01-2014,184.300003,119.190002,105.300003,12.84,96.73,Q1-2014,01-01-2014,0
23-01-2014,182.789993,121.790001,106.790001,13.77,97.32,Q1-2014,01-01-2014,0
24-01-2014,178.889999,122.290001,107.480003,18.139999,96.64,Q1-2014,01-01-2014,0
27-01-2014,178.009995,120.959999,106.730003,17.42,95.72,Q1-2014,01-01-2014,0
28-01-2014,179.070007,120.949997,106.989998,15.8,97.41,Q1-2014,01-01-2014,0
29-01-2014,177.350006,122.470001,107.870003,17.35,97.36,Q1-2014,01-01-2014,0
30-01-2014,179.229996,119.769997,107.559998,17.290001,98.23,Q1-2014,01-01-2014,0
31-01-2014,178.179993,120.089996,108.279999,18.41,97.49,Q1-2014,01-01-2014,0
03-02-2014,174.169998,121.32,109.32,21.440001,96.43,Q1-2014,01-01-2014,0
04-02-2014,175.389999,120.989998,108.160004,19.110001,97.19,Q1-2014,01-01-2014,0
05-02-2014,175.169998,121.290001,107.160004,19.950001,97.38,Q1-2014,01-01-2014,0
06-02-2014,177.479996,121.239998,106.699997,17.23,97.84,Q1-2014,01-01-2014,0
07-02-2014,179.679993,122.169998,106.790001,15.29,99.88,Q1-2014,01-01-2014,0
10-02-2014,180.009995,122.919998,107.089996,15.26,100.06,Q1-2014,01-01-2014,0
11-02-2014,181.979996,124.360001,106.470001,14.51,99.94,Q1-2014,01-01-2014,0
12-02-2014,182.070007,124.43,105.919998,14.3,100.37,Q1-2014,01-01-2014,0
13-02-2014,183.009995,125.489998,106.519997,14.14,100.35,Q1-2014,01-01-2014,0
14-02-2014,184.020004,127.150002,106.580002,13.57,100.3,Q1-2014,01-01-2014,0
18-02-2014,184.240005,127.400002,106.82,13.87,102.43,Q1-2014,01-01-2014,0
19-02-2014,183.020004,126.269997,106.370003,15.5,103.31,Q1-2014,01-01-2014,0
20-02-2014,184.100006,127.599998,106.110001,14.79,102.92,Q1-2014,01-01-2014,0
21-02-2014,183.889999,127.580002,106.669998,14.68,102.2,Q1-2014,01-01-2014,0
24-02-2014,184.910004,128.990005,106.400002,14.23,102.82,Q1-2014,01-01-2014,0
25-02-2014,184.839996,129.210007,107.349998,13.67,101.83,Q1-2014,01-01-2014,0
26-02-2014,184.850006,128.110001,107.919998,14.35,102.59,Q1-2014,01-01-2014,0
27-02-2014,185.820007,128.199997,108.510002,14.04,102.4,Q1-2014,01-01-2014,0
28-02-2014,186.289993,127.620003,108.57,14,102.59,Q1-2014,01-01-2014,0
03-03-2014,184.979996,130.289993,109.029999,16,104.92,Q1-2014,01-01-2014,0
04-03-2014,187.580002,128.679993,107.389999,14.1,103.33,Q1-2014,01-01-2014,0
05-03-2014,187.75,128.889999,107.620003,13.89,101.45,Q1-2014,01-01-2014,0
06-03-2014,188.179993,130.169998,106.559998,14.21,101.56,Q1-2014,01-01-2014,0
07-03-2014,188.259995,129.089996,105.889999,14.11,102.58,Q1-2014,01-01-2014,0
10-03-2014,188.160004,129.130005,106.040001,14.2,101.12,Q1-2014,01-01-2014,0
11-03-2014,187.229996,129.860001,106.32,14.8,100.03,Q1-2014,01-01-2014,0
12-03-2014,187.279999,131.759995,107.059998,14.47,97.99,Q1-2014,01-01-2014,0
13-03-2014,185.179993,132.210007,108.5,16.219999,98.2,Q1-2014,01-01-2014,0
14-03-2014,184.660004,133.100006,108.519997,17.82,98.89,Q1-2014,01-01-2014,0
17-03-2014,186.330002,131.639999,107.709999,15.64,98.08,Q1-2014,01-01-2014,0
18-03-2014,187.660004,130.619995,108.099998,14.52,99.7,Q1-2014,01-01-2014,0
19-03-2014,186.660004,128.089996,107.260002,15.12,100.37,Q1-2014,01-01-2014,0
20-03-2014,187.75,127.860001,107.07,14.52,99.43,Q1-2014,01-01-2014,0
21-03-2014,186.199997,128.470001,108.230003,15,99.46,Q1-2014,01-01-2014,0
24-03-2014,185.429993,126.18,109,15.09,99.6,Q1-2014,01-01-2014,0
25-03-2014,186.309998,126.410004,108.589996,14.02,99.19,Q1-2014,01-01-2014,0
26-03-2014,184.970001,125.410004,109.440002,14.93,100.26,Q1-2014,01-01-2014,0
27-03-2014,184.580002,124.589996,109.989998,14.62,101.28,Q1-2014,01-01-2014,0
28-03-2014,185.490005,124.559998,109.370003,14.41,101.67,Q1-2014,01-01-2014,0
31-03-2014,187.009995,123.610001,109.099998,13.88,101.58,Q1-2014,01-01-2014,0
01-04-2014,188.25,123.389999,107.889999,13.1,99.74,Q2-2014,01-04-2014,0
02-04-2014,188.880005,124.32,107.269997,13.09,99.62,Q2-2014,01-04-2014,0
03-04-2014,188.630005,123.919998,107.739998,13.37,100.29,Q2-2014,01-04-2014,0
04-04-2014,186.399994,125.57,108.459999,13.96,101.14,Q2-2014,01-04-2014,0
07-04-2014,184.339996,124.910004,109.110001,15.57,100.44,Q2-2014,01-04-2014,0
08-04-2014,185.100006,126.089996,109.370003,14.89,102.56,Q2-2014,01-04-2014,0
09-04-2014,187.089996,126.32,108.830002,13.82,103.6,Q2-2014,01-04-2014,0
10-04-2014,183.160004,127.010002,109.839996,15.89,103.4,Q2-2014,01-04-2014,0
11-04-2014,181.509995,126.93,110.730003,17.030001,103.74,Q2-2014,01-04-2014,0
14-04-2014,182.940002,127.849998,110.440002,16.110001,104.05,Q2-2014,01-04-2014,0
15-04-2014,184.199997,125.489998,111.129997,15.61,103.75,Q2-2014,01-04-2014,0
16-04-2014,186.130005,125.540001,111.269997,14.18,103.76,Q2-2014,01-04-2014,0
17-04-2014,186.389999,124.75,110.050003,13.36,104.3,Q2-2014,01-04-2014,0
21-04-2014,187.039993,124.239998,109.959999,13.25,104.37,Q2-2014,01-04-2014,0
22-04-2014,187.889999,123.779999,110.330002,13.19,102.13,Q2-2014,01-04-2014,0
23-04-2014,187.449997,123.760002,110.959999,13.27,101.44,Q2-2014,01-04-2014,0
24-04-2014,187.830002,124.559998,111.169998,13.32,101.94,Q2-2014,01-04-2014,0
25-04-2014,186.289993,125.43,111.330002,14.06,100.6,Q2-2014,01-04-2014,0
28-04-2014,186.880005,124.879997,110.790001,13.97,100.84,Q2-2014,01-04-2014,0
29-04-2014,187.75,124.860001,110.639999,13.71,101.28,Q2-2014,01-04-2014,0
30-04-2014,188.309998,124.220001,111.099998,13.41,99.74,Q2-2014,01-04-2014,0
01-05-2014,188.330002,123.800003,112.019997,13.25,99.42,Q2-2014,01-04-2014,0
02-05-2014,188.059998,125.059998,112.709999,12.91,99.76,Q2-2014,01-04-2014,0
05-05-2014,188.419998,126.220001,112.029999,13.29,99.48,Q2-2014,01-04-2014,0
06-05-2014,186.779999,125.980003,112.480003,13.8,99.5,Q2-2014,01-04-2014,0
07-05-2014,187.880005,124.169998,112.080002,13.4,100.77,Q2-2014,01-04-2014,0
08-05-2014,187.679993,124.169998,111.599998,13.43,100.26,Q2-2014,01-04-2014,0
09-05-2014,187.960007,124.099998,111.239998,12.92,99.99,Q2-2014,01-04-2014,0
12-05-2014,189.789993,124.940002,110.790001,12.23,100.59,Q2-2014,01-04-2014,0
13-05-2014,189.960007,124.599998,111.75,12.13,101.7,Q2-2014,01-04-2014,0
14-05-2014,189.059998,125.809998,112.959999,12.17,102.37,Q2-2014,01-04-2014,0
15-05-2014,187.399994,124.769997,113.860001,13.17,101.5,Q2-2014,01-04-2014,0
16-05-2014,188.050003,124.5,113.540001,12.44,102.02,Q2-2014,01-04-2014,0
19-05-2014,188.740005,124.580002,112.699997,12.42,102.61,Q2-2014,01-04-2014,0
20-05-2014,187.550003,124.690002,112.949997,12.96,102.44,Q2-2014,01-04-2014,0
21-05-2014,189.130005,124.389999,112.260002,11.91,104.07,Q2-2014,01-04-2014,0
22-05-2014,189.589996,124.669998,112.099998,12.03,103.74,Q2-2014,01-04-2014,0
23-05-2014,190.350006,124.510002,112.699997,11.36,104.35,Q2-2014,01-04-2014,0
27-05-2014,191.520004,121.849998,113.360001,11.51,104.11,Q2-2014,01-04-2014,0
28-05-2014,191.380005,121.199997,114.760002,11.68,102.72,Q2-2014,01-04-2014,0
29-05-2014,192.369995,120.940002,114.150002,11.57,103.58,Q2-2014,01-04-2014,0
30-05-2014,192.679993,120.43,114.099998,11.4,102.71,Q2-2014,01-04-2014,0
02-06-2014,192.899994,119.699997,112.959999,11.58,102.47,Q2-2014,01-04-2014,0
03-06-2014,192.800003,120.010002,111.57,11.87,102.66,Q2-2014,01-04-2014,0
04-06-2014,193.190002,119.760002,111.540001,12.08,102.64,Q2-2014,01-04-2014,0
05-06-2014,194.449997,120.660004,111.589996,11.68,102.48,Q2-2014,01-04-2014,0
06-06-2014,195.380005,120.610001,111.589996,10.73,102.66,Q2-2014,01-04-2014,0
09-06-2014,195.580002,120.650002,111.43,11.15,104.41,Q2-2014,01-04-2014,0
10-06-2014,195.600006,121.389999,111.019997,10.99,104.35,Q2-2014,01-04-2014,0
11-06-2014,194.919998,121.410004,111.220001,11.6,104.4,Q2-2014,01-04-2014,0
12-06-2014,193.539993,122.639999,112.209999,12.56,106.53,Q2-2014,01-04-2014,0
13-06-2014,194.130005,122.959999,112.150002,12.18,106.91,Q2-2014,01-04-2014,0
16-06-2014,194.289993,122.419998,112.43,12.65,106.9,Q2-2014,01-04-2014,0
17-06-2014,194.830002,122.279999,111.540001,12.06,106.36,Q2-2014,01-04-2014,0
18-06-2014,196.259995,122.669998,112.400002,10.61,105.97,Q2-2014,01-04-2014,0
19-06-2014,196.479996,126.940002,110.959999,10.62,106.43,Q2-2014,01-04-2014,0
20-06-2014,195.940002,126.5,111.800003,10.85,107.26,Q2-2014,01-04-2014,0
23-06-2014,195.880005,126.849998,111.449997,10.98,106.17,Q2-2014,01-04-2014,0
24-06-2014,194.699997,126.980003,112.580002,12.13,106.03,Q2-2014,01-04-2014,0
25-06-2014,195.580002,126.989998,112.870003,11.59,106.5,Q2-2014,01-04-2014,0
26-06-2014,195.440002,126.730003,113.410004,11.63,105.84,Q2-2014,01-04-2014,0
27-06-2014,195.820007,126.660004,113.239998,11.26,105.74,Q2-2014,01-04-2014,0
30-06-2014,195.720001,128.039993,113.519997,11.57,105.37,Q2-2014,01-04-2014,0
01-07-2014,197.029999,127.699997,112.279999,11.15,105.34,Q3-2014,01-07-2014,0
02-07-2014,197.229996,127.699997,111.080002,10.82,104.48,Q3-2014,01-07-2014,0
03-07-2014,198.199997,127.160004,110.68,10.32,104.06,Q3-2014,01-07-2014,0
07-07-2014,197.509995,127.019997,111.489998,11.33,103.53,Q3-2014,01-07-2014,0
08-07-2014,196.240005,127.07,112.739998,11.98,103.4,Q3-2014,01-07-2014,0
09-07-2014,197.119995,127.839996,112.830002,11.65,102.29,Q3-2014,01-07-2014,0
10-07-2014,196.339996,128.539993,112.860001,12.59,102.93,Q3-2014,01-07-2014,0
11-07-2014,196.610001,128.779999,113.580002,12.08,100.83,Q3-2014,01-07-2014,0
14-07-2014,197.600006,125.720001,113.089996,11.82,100.91,Q3-2014,01-07-2014,0
15-07-2014,197.229996,124.529999,112.860001,11.96,99.96,Q3-2014,01-07-2014,0
16-07-2014,197.960007,124.970001,113.459999,11,101.2,Q3-2014,01-07-2014,0
